time,id,source,dest
561,passenger279,32,39
568,passenger280,8,38
569,passenger281,10,6
569,passenger282,19,5
575,passenger283,19,29
576,passenger284,6,17
578,passenger285,9,43
578,passenger286,48,31
582,passenger287,28,34
583,passenger288,34,6
588,passenger289,7,27
589,passenger290,29,48
589,passenger291,25,31
590,passenger292,18,17
593,passenger293,4,15
598,passenger294,31,50
600,passenger295,35,47
603,passenger296,16,14
604,passenger297,23,49
605,passenger298,34,6
610,passenger299,9,46
612,passenger300,40,38
614,passenger301,32,43
615,passenger302,42,47
616,passenger303,19,3
622,passenger304,22,41
624,passenger305,48,37
628,passenger306,22,1
631,passenger307,48,24
632,passenger308,36,13
637,passenger309,10,26
637,passenger310,14,31
641,passenger311,5,32
643,passenger312,32,48
654,passenger313,4,8
659,passenger314,14,28
659,passenger315,45,19
659,passenger316,40,32
659,passenger317,24,35
666,passenger318,28,23
667,passenger319,31,41
676,passenger320,19,6
676,passenger321,29,4
677,passenger322,30,2
683,passenger323,48,41
685,passenger324,48,11
690,passenger325,38,14
692,passenger326,36,18
694,passenger327,44,6
694,passenger328,32,27
701,passenger329,2,39
701,passenger330,29,31
704,passenger331,38,23
704,passenger332,28,7
709,passenger333,1,27
711,passenger334,30,27
711,passenger335,6,26
715,passenger336,4,22
719,passenger337,31,48
723,passenger338,36,30
723,passenger339,1,38
724,passenger340,29,5
725,passenger341,46,30
726,passenger342,34,17
729,passenger343,8,7
732,passenger344,43,38
733,passenger345,28,32
733,passenger346,2,26
736,passenger347,9,31
739,passenger348,43,21
743,passenger349,26,27
744,passenger350,49,15
748,passenger351,10,38
748,passenger352,43,41
751,passenger353,36,33
752,passenger354,12,19
753,passenger355,5,21
754,passenger356,30,5
754,passenger357,46,27
755,passenger358,31,5
756,passenger359,4,27
756,passenger360,33,1
759,passenger361,31,32
760,passenger362,12,18
760,passenger363,42,12
766,passenger364,32,33
773,passenger365,30,3
776,passenger366,23,13
778,passenger367,24,23
780,passenger368,40,33
785,passenger369,10,48
789,passenger370,39,24
792,passenger371,12,42
792,passenger372,16,26
800,passenger373,34,8
800,passenger374,12,50
801,passenger375,8,23
803,passenger376,27,13
804,passenger377,24,18
805,passenger378,7,39
806,passenger379,16,44
806,passenger380,18,16
808,passenger381,11,33
808,passenger382,26,29
809,passenger383,5,39
814,passenger384,32,4
815,passenger385,46,3
815,passenger386,14,23
816,passenger387,11,48
816,passenger388,11,50
818,passenger389,31,36
819,passenger390,45,21
820,passenger391,2,18
821,passenger392,1,35
824,passenger393,6,36
825,passenger394,50,16
825,passenger395,20,34
826,passenger396,43,4
826,passenger397,47,10
827,passenger398,2,17
828,passenger399,48,23
829,passenger400,36,49
830,passenger401,4,30
831,passenger402,44,3
835,passenger403,43,15
836,passenger404,6,14
840,passenger405,30,35
841,passenger406,17,30
841,passenger407,19,50
841,passenger408,47,46
842,passenger409,24,17
843,passenger410,8,48
854,passenger411,21,25
855,passenger412,42,46
857,passenger413,2,44
857,passenger414,47,26
858,passenger415,39,20
858,passenger416,22,9
860,passenger417,48,10
863,passenger418,3,6
870,passenger419,4,40
870,passenger420,10,33
874,passenger421,23,9
876,passenger422,2,42
876,passenger423,33,17
876,passenger424,24,22
878,passenger425,9,27
879,passenger426,19,42
880,passenger427,8,15
885,passenger428,26,30
888,passenger429,16,36
889,passenger430,19,33
891,passenger431,9,33
895,passenger432,30,19
895,passenger433,14,13
896,passenger434,24,42
897,passenger435,22,15
900,passenger436,5,50
900,passenger437,13,47
901,passenger438,38,16
904,passenger439,9,15
904,passenger440,48,46
909,passenger441,2,6
913,passenger442,38,19
913,passenger443,38,23
916,passenger444,17,50
917,passenger445,28,43
917,passenger446,38,30
918,passenger447,30,6
919,passenger448,22,47
921,passenger449,48,4
922,passenger450,32,8
925,passenger451,34,33
928,passenger452,35,7
930,passenger453,14,29
932,passenger454,1,26
934,passenger455,21,47
944,passenger456,2,34
946,passenger457,33,20
947,passenger458,44,3
949,passenger459,31,13
950,passenger460,14,20
952,passenger461,17,20
955,passenger462,47,21
955,passenger463,24,20
962,passenger464,30,5
965,passenger465,36,10
967,passenger466,48,44
967,passenger467,24,46
967,passenger468,9,17
975,passenger469,12,39
976,passenger470,47,12
980,passenger471,23,2
981,passenger472,9,19
982,passenger473,14,40
983,passenger474,17,47
983,passenger475,31,46
984,passenger476,18,29
985,passenger477,25,37
985,passenger478,37,40
985,passenger479,25,34
987,passenger480,36,49
988,passenger481,18,2
988,passenger482,26,11
989,passenger483,20,41
989,passenger484,48,24
993,passenger485,21,24
995,passenger486,16,2
1001,passenger487,39,11
1002,passenger488,7,49
1005,passenger489,35,46
1007,passenger490,2,37
1012,passenger491,31,43
1014,passenger492,17,35
1014,passenger493,26,15
1023,passenger494,35,32
1031,passenger495,26,22
1035,passenger496,46,40
1042,passenger497,21,18
1042,passenger498,35,41
1044,passenger499,12,45
1045,passenger500,44,40
1045,passenger501,29,17
1047,passenger502,47,21
1049,passenger503,31,38
1050,passenger504,27,44
1054,passenger505,45,41
1058,passenger506,48,30
1062,passenger507,41,30
1062,passenger508,45,7
1067,passenger509,40,45
1071,passenger510,35,18
1074,passenger511,34,5
1076,passenger512,45,37
1076,passenger513,32,35
1076,passenger514,14,25
1081,passenger515,39,47
1084,passenger516,38,5
1085,passenger517,13,47
1086,passenger518,7,35
1089,passenger519,41,3
1093,passenger520,8,44
1098,passenger521,9,24
1098,passenger522,17,3
1098,passenger523,21,23
1098,passenger524,10,38
1100,passenger525,44,41
1104,passenger526,3,13
1105,passenger527,30,28
1111,passenger528,15,46
1111,passenger529,13,8
1113,passenger530,39,2
1113,passenger531,27,18
1115,passenger532,12,49
1117,passenger533,44,21
1119,passenger534,34,16
1120,passenger535,5,29
1120,passenger536,48,6
1121,passenger537,49,37
1121,passenger538,2,36
1130,passenger539,3,37
1134,passenger540,6,33
1136,passenger541,1,46
1137,passenger542,34,29
1137,passenger543,6,2
1138,passenger544,32,3
1138,passenger545,11,26
1139,passenger546,40,7
1143,passenger547,42,37
1145,passenger548,4,14
1147,passenger549,14,15
1149,passenger550,43,47
1149,passenger551,22,11
1151,passenger552,2,10
1151,passenger553,1,40
1157,passenger554,19,49
1158,passenger555,10,33
1163,passenger556,3,6
1163,passenger557,2,1
1166,passenger558,50,45
1169,passenger559,37,45
1173,passenger560,13,12
1174,passenger561,9,50
1176,passenger562,21,20
1177,passenger563,41,34
1181,passenger564,15,40
1182,passenger565,42,45
1189,passenger566,27,33
1189,passenger567,39,26
1190,passenger568,15,38
1191,passenger569,5,47
1193,passenger570,26,15
1194,passenger571,1,21
1197,passenger572,35,39
1198,passenger573,1,4
1198,passenger574,42,9
1199,passenger575,12,15
1202,passenger576,27,10
1203,passenger577,39,43
1204,passenger578,5,19
1204,passenger579,49,8
1204,passenger580,24,10
1205,passenger581,44,42
1205,passenger582,2,35
1206,passenger583,37,17
1209,passenger584,40,49
1209,passenger585,44,33
1209,passenger586,21,9
1211,passenger587,5,48
1214,passenger588,35,34
1215,passenger589,47,19
1219,passenger590,17,13
1221,passenger591,40,7
1221,passenger592,39,36
1222,passenger593,10,47
1222,passenger594,14,25
1224,passenger595,10,47
1226,passenger596,38,50
1228,passenger597,31,12
1229,passenger598,23,5
1231,passenger599,14,44
1235,passenger600,27,43
1235,passenger601,22,24
1236,passenger602,44,33
1237,passenger603,18,12
1238,passenger604,4,38
1240,passenger605,32,23
1240,passenger606,16,20
1240,passenger607,40,26
1240,passenger608,38,21
1241,passenger609,30,40
1242,passenger610,30,15
1245,passenger611,5,15
1246,passenger612,14,40
1253,passenger613,29,26
1254,passenger614,29,32
1256,passenger615,8,25
1257,passenger616,15,41
1258,passenger617,29,39
1260,passenger618,31,3
1264,passenger619,35,11
1265,passenger620,28,24
1266,passenger621,41,47
1266,passenger622,23,46
1267,passenger623,13,33
1267,passenger624,31,20
1268,passenger625,43,23
1268,passenger626,34,27
1269,passenger627,4,48
1271,passenger628,6,14
1274,passenger629,50,3
1278,passenger630,23,28
1279,passenger631,50,44
1279,passenger632,31,8
1280,passenger633,39,40
1280,passenger634,14,1
1281,passenger635,38,4
1281,passenger636,36,29
1281,passenger637,29,2
1282,passenger638,43,20
1288,passenger639,26,3
1290,passenger640,24,50
1291,passenger641,39,11
1292,passenger642,49,17
1297,passenger643,35,18
1300,passenger644,5,44
1300,passenger645,1,17
1301,passenger646,12,1
1303,passenger647,45,19
1308,passenger648,37,50
1308,passenger649,30,11
1314,passenger650,9,1
1315,passenger651,23,43
1318,passenger652,20,33
1320,passenger653,41,48
1320,passenger654,6,3
1322,passenger655,17,9
1327,passenger656,47,14
1328,passenger657,7,48
1330,passenger658,15,45
1331,passenger659,39,46
1331,passenger660,5,31
1332,passenger661,11,44
1333,passenger662,39,21
1334,passenger663,26,39
1337,passenger664,50,2
1337,passenger665,4,45
1338,passenger666,20,14
1340,passenger667,4,15
1341,passenger668,42,21
1345,passenger669,42,14
1345,passenger670,38,15
1346,passenger671,43,23
1348,passenger672,11,24
1348,passenger673,17,38
1349,passenger674,25,49
1351,passenger675,33,17
1353,passenger676,10,35
1358,passenger677,3,27
1361,passenger678,36,8
1366,passenger679,15,39
1369,passenger680,42,13
1370,passenger681,25,33
1371,passenger682,34,29
1375,passenger683,47,15
1378,passenger684,18,47
1381,passenger685,24,43
1382,passenger686,21,28
1382,passenger687,45,5
1390,passenger688,48,38
1391,passenger689,16,19
1395,passenger690,26,1
1395,passenger691,44,3
1401,passenger692,31,25
1403,passenger693,20,13
1404,passenger694,1,24
1404,passenger695,43,37
1406,passenger696,27,6
1409,passenger697,13,15
1414,passenger698,16,47
1418,passenger699,25,3
1420,passenger700,33,19
1421,passenger701,6,32
1421,passenger702,9,20
1422,passenger703,10,49
1422,passenger704,27,4
1429,passenger705,42,26
1431,passenger706,15,39
1432,passenger707,46,11
1433,passenger708,42,24
1435,passenger709,16,34
1438,passenger710,23,38
1439,passenger711,24,18
1441,passenger712,47,45
1441,passenger713,35,16
1442,passenger714,31,7
1442,passenger715,2,7
1450,passenger716,49,19
1450,passenger717,36,28
1458,passenger718,36,47
1459,passenger719,46,20
1461,passenger720,18,47
1464,passenger721,5,48
1470,passenger722,5,35
1472,passenger723,48,24
1472,passenger724,17,4
1473,passenger725,24,36
1474,passenger726,47,10
1475,passenger727,27,48
1476,passenger728,8,43
1480,passenger729,18,13
1483,passenger730,37,43
1484,passenger731,44,32
1484,passenger732,2,32
1489,passenger733,28,6
1497,passenger734,3,46
1500,passenger735,29,47
1513,passenger736,43,45
1514,passenger737,30,50
1515,passenger738,26,2
1516,passenger739,24,23
1516,passenger740,20,22
1519,passenger741,50,7
1520,passenger742,40,26
1521,passenger743,21,50
1525,passenger744,9,2
1526,passenger745,22,45
1529,passenger746,33,13
1529,passenger747,39,23
1534,passenger748,27,5
1535,passenger749,49,6
1535,passenger750,47,31
1541,passenger751,35,12
1545,passenger752,34,40
1546,passenger753,4,15
1548,passenger754,9,43
1548,passenger755,40,34
1549,passenger756,27,7
1550,passenger757,34,36
1552,passenger758,40,4
1555,passenger759,46,22
1556,passenger760,3,42
1561,passenger761,34,50
1564,passenger762,28,14
1569,passenger763,27,28
1572,passenger764,46,35
1574,passenger765,26,25
1575,passenger766,34,40
1577,passenger767,29,22
1578,passenger768,25,10
1579,passenger769,49,44
1583,passenger770,35,11
1585,passenger771,40,16
1585,passenger772,14,39
1588,passenger773,37,4
1588,passenger774,38,35
1588,passenger775,21,3
1589,passenger776,35,40
1593,passenger777,48,4
1594,passenger778,33,48
1596,passenger779,21,32
1609,passenger780,21,25
1611,passenger781,40,16
1613,passenger782,32,26
1614,passenger783,5,36
1615,passenger784,31,14
1617,passenger785,30,21
1623,passenger786,42,41
1624,passenger787,48,4
1629,passenger788,26,18
1629,passenger789,37,50
1630,passenger790,50,27
1632,passenger791,45,7
1635,passenger792,32,47
1636,passenger793,24,18
1638,passenger794,1,32
1638,passenger795,26,3
1638,passenger796,15,5
1640,passenger797,37,24
1641,passenger798,28,47
1641,passenger799,3,29
1647,passenger800,26,37
1650,passenger801,23,11
1651,passenger802,18,19
1654,passenger803,21,2
1655,passenger804,13,33
1656,passenger805,41,30
1665,passenger806,23,46
1666,passenger807,4,6
1666,passenger808,4,44
1669,passenger809,19,13
1669,passenger810,22,38
1669,passenger811,39,47
1672,passenger812,20,23
1675,passenger813,39,21
1675,passenger814,9,15
1676,passenger815,9,13
1676,passenger816,9,47
1678,passenger817,35,36
1679,passenger818,48,24
1680,passenger819,20,5
1682,passenger820,34,8
1685,passenger821,34,44
1686,passenger822,23,45
1687,passenger823,49,13
1687,passenger824,4,25
1689,passenger825,49,48
1694,passenger826,5,27
1695,passenger827,16,45
1696,passenger828,6,35
1697,passenger829,49,26
1699,passenger830,27,43
1702,passenger831,46,30
1703,passenger832,42,19
1703,passenger833,27,41
1704,passenger834,24,36
1706,passenger835,10,30
1709,passenger836,28,16
1713,passenger837,31,13
1715,passenger838,5,15
1716,passenger839,37,29
1718,passenger840,40,3
1719,passenger841,39,15
1721,passenger842,47,32
1723,passenger843,17,5
1723,passenger844,6,21
1724,passenger845,45,23
1725,passenger846,30,14
1725,passenger847,50,21
1726,passenger848,45,44
1728,passenger849,41,8
1730,passenger850,11,48
1731,passenger851,36,48
1734,passenger852,25,10
1737,passenger853,5,30
1740,passenger854,32,24
1740,passenger855,45,26
1742,passenger856,25,31
1743,passenger857,18,33
1744,passenger858,4,21
1747,passenger859,15,45
1748,passenger860,25,43
1749,passenger861,21,50
1750,passenger862,22,18
1751,passenger863,5,38
1753,passenger864,10,17
1753,passenger865,47,38
1757,passenger866,45,18
1757,passenger867,23,28
1761,passenger868,30,35
1762,passenger869,50,33
1763,passenger870,19,25
1764,passenger871,46,24
1766,passenger872,39,43
1766,passenger873,16,23
1770,passenger874,12,16
1774,passenger875,9,12
1775,passenger876,1,19
1777,passenger877,13,3
1777,passenger878,23,38
1783,passenger879,27,2
1785,passenger880,32,50
1785,passenger881,32,48
1785,passenger882,29,8
1788,passenger883,1,31
1789,passenger884,33,46
1792,passenger885,29,11
1792,passenger886,41,18
1799,passenger887,28,27
1800,passenger888,15,37
1801,passenger889,16,25
1802,passenger890,24,26
1802,passenger891,30,34
1809,passenger892,17,41
1809,passenger893,43,5
1813,passenger894,37,9
1814,passenger895,49,45
1816,passenger896,13,25
1820,passenger897,22,12
1821,passenger898,36,5
1822,passenger899,36,13
1822,passenger900,30,32
1822,passenger901,41,19
1823,passenger902,29,48
1825,passenger903,49,43
1827,passenger904,28,6
1829,passenger905,2,41
1829,passenger906,2,4
1833,passenger907,27,12
1835,passenger908,11,16
1836,passenger909,46,1
1836,passenger910,10,50
1838,passenger911,47,5
1846,passenger912,5,49
1850,passenger913,7,39
1853,passenger914,47,33
1855,passenger915,2,18
1857,passenger916,32,42
1857,passenger917,39,32
1860,passenger918,16,42
1862,passenger919,18,15
1863,passenger920,16,11
1865,passenger921,32,25
1866,passenger922,50,6
1867,passenger923,20,38
1868,passenger924,37,23
1869,passenger925,12,27
1870,passenger926,19,2
1871,passenger927,40,34
1873,passenger928,4,33
1876,passenger929,7,26
1877,passenger930,12,31
1878,passenger931,3,29
1880,passenger932,21,30
1884,passenger933,32,16
1884,passenger934,6,24
1885,passenger935,9,8
1886,passenger936,50,9
1887,passenger937,21,42
1888,passenger938,20,15
1889,passenger939,25,34
1895,passenger940,17,2
1896,passenger941,40,27
1899,passenger942,4,22
1902,passenger943,43,50
1902,passenger944,41,33
1903,passenger945,50,33
1903,passenger946,49,50
1907,passenger947,47,45
1909,passenger948,50,44
1913,passenger949,8,45
1915,passenger950,5,38
1915,passenger951,16,41
1915,passenger952,14,28
1917,passenger953,30,15
1923,passenger954,3,36
1927,passenger955,6,39
1928,passenger956,9,1
1932,passenger957,4,45
1938,passenger958,5,50
1940,passenger959,29,17
1941,passenger960,37,24
1942,passenger961,20,42
1943,passenger962,40,31
1953,passenger963,33,22
1958,passenger964,12,17
1959,passenger965,25,39
1959,passenger966,4,15
1959,passenger967,25,30
1960,passenger968,39,5
1961,passenger969,34,37
1963,passenger970,33,5
1964,passenger971,21,9
1964,passenger972,18,25
1966,passenger973,25,3
1969,passenger974,11,22
1971,passenger975,11,32
1971,passenger976,42,12
1971,passenger977,27,46
1972,passenger978,12,32
1974,passenger979,30,5
1976,passenger980,5,35
1979,passenger981,31,38
1980,passenger982,39,24
1982,passenger983,37,50
1982,passenger984,5,12
1983,passenger985,14,28
1983,passenger986,21,8
1986,passenger987,18,23
1987,passenger988,19,26
1987,passenger989,2,35
1989,passenger990,4,3
1989,passenger991,14,43
1989,passenger992,7,28
1990,passenger993,35,9
1991,passenger994,11,31
1991,passenger995,25,40
1991,passenger996,35,14
1995,passenger997,39,50
1997,passenger998,2,14
1999,passenger999,15,23
1999,passenger1000,44,22
